"";"cargo";"Nome";"Nome_urna";"Partido";"Coligacao";"Profissao";"idade";"sexo";"grau_inst";"estado_civil";"cor";"status_eleitoral"
"3457";"VEREADOR";"CRISTINA JOSEFINA FERREIRA DE MOARAES";"CRISTINA MORAES";"PC do B";"PC do B / PSDC";"AGENTE ADMINISTRATIVO";49;"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3458";"VEREADOR";"LEONILDO ALVES DA SILVA";"LEONILDO JOGADOR";"PRB";"PR / PRB / PRTB / PSD / PV / PT";"PADEIRO, CONFEITEIRO E ASSEMELHADOS";27;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3459";"VEREADOR";"ALEXANDER MARINHO DA SILVA";"LELECO";"PSDC";"PC do B / PSDC";"COMERCIANTE";38;"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"3460";"VEREADOR";"ADRIANO PEREIRA DOS SANTOS";"ADRIANO PEREIRA";"PTB";"PTB / PSC";"MOTORISTA PARTICULAR";42;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3461";"VEREADOR";"WILLAME DE LIMA MENDONÇA";"BETINHO BALTAZAR";"PSL";"PSD / PSDB / PR / DEM / PTB / PT do B / PSL";"AGRICULTOR";22;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"3462";"VEREADOR";"ALLAN CUNHA DA SILVA";"ALLAN GOMES";"PSD";"PSD / PSDB / PR / DEM / PTB / PT do B / PSL";"FISCAL";25;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"NÃO ELEITO"
"3463";"VEREADOR";"FRANCINALDO DA MOTA SANTOS";"FRANCINALDO DA MOTA";"PRTB";"PRTB";"OUTROS";30;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"3464";"VEREADOR";"EZEQUIEL CAVALCANTI DE OLIVEIRA";"EZEQUIEL";"PTN";"PSDB / PSD / PT do B / PTB / PTN / PPS";"SERVIDOR PÚBLICO MUNICIPAL";33;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ELEITO POR QP"
"3465";"VEREADOR";"EDILSON ANANIAS DA NOBREGA";"EDINHO DA LAGOA";"PSD";"PSDB / PSD / PT do B / PTB / PTN / PPS";"AGENTE ADMINISTRATIVO";39;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3466";"VEREADOR";"MANUELA DA SILVA ALMEIDA";"MANUELA DE MEDEIROS";"PSD";"PSDB / PSD / PT do B / PTB / PTN / PPS";"DONA DE CASA";28;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3467";"VEREADOR";"SOLANGE DE LUCIA FERNANDES DE SOUZA BARROS";"SOLANGE DE MOZA";"PR";"PR";"ASSISTENTE SOCIAL";53;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3468";"VEREADOR";"FRANCISCO EVANGELISTA FILHO";"CHICO RATO BRANCO";"PSL";"PTB / PR / PSL / PSD / PSDB";"AGENTE DE SAÚDE E SANITARISTA";64;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3469";"VEREADOR";"MARIA LUCIA SOARES DA SILVA";"GALEGA LÚCIA";"PMDB";"PMDB / PT / DEM / PRP / PSC / PSD / PROS";"AGRICULTOR";32;"FEMININO";"LÊ E ESCREVE";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3470";"VEREADOR";"RENAN AUGUSTO CAVALCANTI TAVARES";"RENAN PUBLICIDADE";"PSB";"PSB / PMDB / DEM / PROS / PTB / PP / PC do B";"COMERCIANTE";25;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3471";"VEREADOR";"WELLINGTON EMERSON DE FARIAS AIRES";"LÉO AIRES";"PSB";"PSB / PMDB / DEM / PROS / PTB / PP / PC do B";"OUTROS";43;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3472";"VEREADOR";"JAMERSON SANTOS ALVES";"CAPITÃO";"PT do B";"PSDC / PT do B / PDT";"COMERCIANTE";40;"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3473";"VEREADOR";"LINDINALVA GALDINO PEREIRA";"LINDINALVA";"PSDB";"PSDB / SD / PRB";"COMERCIANTE";45;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3474";"VEREADOR";"LÚCIA DE FÁTIMA DA NÓBREGA MORAIS";"LÚCIA MORAIS";"PSDB";"PSDB / SD / PRB";"CABELEIREIRO E BARBEIRO";34;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3475";"VEREADOR";"FRANCISCA DA SILVA MOURA";"PRETINHA";"PSDB";"PSDB / SD / PRB";"DONA DE CASA";54;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3476";"VEREADOR";"RIVALDO OLIVEIRA RAMOS";"BRANCO XILIU";"PR";"DEM / PRP / PEN / PR / PTC / PSL";"LANTERNEIRO E PINTOR DE VEÍCULOS";44;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR QP"
"3477";"VEREADOR";"JULIMAR GADELHA DE ANDRADE";"MAZINHO";"PSC";"PRB / PSC / PSDB";"AGRICULTOR";35;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3478";"VEREADOR";"MOISES FRANCISCO DA SILVA";"MOISES DE CHICO DE BIZÉ";"REDE";"PTB / PT / PT do B / PSD / REDE";"AGRICULTOR";39;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3479";"VEREADOR";"EMANUEL AUGUSTO DOS SANTOS LIMA";"AUGUSTO";"PMDB";"PMDB / PHS / PSB / PC do B / PPS / SD / PRB";"COMERCIANTE";52;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"#NULO#"
"3480";"VEREADOR";"JOÃO ALVES NETO";"JOÃO SANTINO";"PSDB";"DEM / PSDB / PSD";"AGRICULTOR";50;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3481";"VEREADOR";"SAMUEL PEDRO DA SILVA";"SAMUEL";"PSDC";"PEN / PSDC / PSC / PT";"OUTROS";37;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3482";"VEREADOR";"SILVANO MAMEDE PEREIRA";"COBRA DA PISCINA";"PSD";"PSD / PTB";"COMERCIÁRIO";39;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3483";"VEREADOR";"JANIELZA TAVARES BEZERRA";"NEGA";"PTB";"PSD / PTB";"DONA DE CASA";44;"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"3484";"VEREADOR";"AURELIANO FRAGOSO DA SILVA";"LERO";"PSDB";"PTB / PMDB / DEM / PSDB";"AGRICULTOR";40;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"3485";"VEREADOR";"JOSE ELIAS NUNES DA SILVA";"DÉ DE DANDA";"PT do B";"PRB / PHS / PT do B / DEM / PSL / PR / PDT";"SERVIDOR PÚBLICO MUNICIPAL";45;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"3486";"VEREADOR";"SEVERINO PEREIRA DA SILVA";"BIU CAPIM";"PR";"PRB / PHS / PT do B / DEM / PSL / PR / PDT";"COMERCIANTE";50;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"SUPLENTE"
"3487";"VEREADOR";"JOSE JUNIO SOUTO DE OLIVEIRA";"JUNIO COBIÇO";"PSB";"PSB / DEM / PR / PEN";"AGRICULTOR";29;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3488";"VEREADOR";"VALDILENE DOS SANTOS BURITI";"LENA BURITI";"PR";"PSB / DEM / PR / PEN";"PROFESSOR DE ENSINO FUNDAMENTAL";38;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"NÃO ELEITO"
"3489";"VEREADOR";"IREMAR DE ANDRADE";"KITO DE BASTO SOLDADO";"PSDB";"PP / PTB / PSL / PSC / PSDC / PSDB";"AGENTE DE SAÚDE E SANITARISTA";46;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"SUPLENTE"
"3490";"VEREADOR";"AFONSO CARDOSO DE ANDRADE";"AFONSINHO";"PT do B";"PT do B / PSL";"ECONOMISTA";53;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3491";"VEREADOR";"CICERO ROLIM DAS CHAGAS";"CICERO DAS LAJES";"PP";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"AGENTE DE SAÚDE E SANITARISTA";43;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3492";"VEREADOR";"MARIA DO SOCORRO DE SOUZA SILVA";"NENA DE JOÃO DO PULO";"PP";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"DONA DE CASA";49;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3493";"VEREADOR";"EDNILDO DA SILVA NUNES";"EDNILDO DA ASA SUL";"PPL";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"OUTROS";43;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3494";"VEREADOR";"FRANCISCO NETO DAMACENA";"NETO DA VILA NOVA";"PPL";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"VEREADOR";45;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"3495";"VEREADOR";"VICENTE BATISTA FILHO";"PINGO DE OURO";"REDE";"PP / PT / PMDB / REDE / PPS / PRTB / PSDB / PPL / PSD / PC do B";"OUTROS";56;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"PARDA";"SUPLENTE"
"3496";"VEREADOR";"ELISANGELA SIMOES DE LIMA";"DANDA DO ALTO";"PPS";"PMDB / PPS / PMB / PSDB";"DONA DE CASA";33;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3497";"VEREADOR";"LILANDRO BATISTA GOUVEIA";"LILANDRO GOUVEIA";"PMDB";"PMDB / PPS / PMB / PSDB";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3498";"VEREADOR";"ROBERDAN MARQUES DE LUCENA";"BEL ENFERMEIRO";"PMDB";"PMDB / PSC / PMN / PSDB / PC do B / PT";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";52;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"3499";"VEREADOR";"EDNA GOMES CAVALCANTE";"EDNA CABELEIREIRA";"PRB";"PRB / PMN";"CABELEIREIRO E BARBEIRO";50;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"SUPLENTE"
"3500";"VEREADOR";"JAILSON PEREIRA EVANGELISTA";"LILI";"PSDB";"PTB / PPS / DEM / PSDB";"TAXISTA";33;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"3501";"VEREADOR";"MARIA DO SOCORRO MARQUES DA COSTA";"SOCORRO DA LAGOA DO MEIO";"PDT";"PSB / PDT / PTB / REDE";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";55;"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3502";"VEREADOR";"ROSENILDA SILVA DE MORAIS";"ROSENILDA DE GERMANO";"PSB";"PSB / PDT / PTB / REDE";"TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO)";42;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3503";"VEREADOR";"LUIZ AMORIM DA SILVA";"LUIZINHO DA MATA GRANDE";"PSD";"PSD / PTB / DEM / PV";"AGRICULTOR";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"3504";"VEREADOR";"ELIZANIA MARINHO PEREIRA DE ARAÚJO";"ELIZÂNIA";"PRP";"PDT / PSB / PRP / PRB / PMN / PROS";"DONA DE CASA";32;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3505";"VEREADOR";"SEVERINO MALAQUIAS DA ROCHA FILHO";"CHIMBA CABELEREIRO";"PRB";"PSDB / PRB / PRP / REDE / PDT / PC do B";"CABELEIREIRO E BARBEIRO";36;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"3506";"VEREADOR";"RICARDO HENRIQUE DA SILVA ALVES";"RICARDO HENRIQUE";"PRB";"PSDB / PRB / PRP / REDE / PDT / PC do B";"PROFESSOR DE ENSINO MÉDIO";34;"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"3507";"VEREADOR";"ALESSANDRA DA SILVA RIBEIRO ALVES";"SANDRA RIBEIRO";"PSDB";"PSDB / PRB / PRP / REDE / PDT / PC do B";"OUTROS";36;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"NÃO ELEITO"
"3508";"VEREADOR";"JUSSANDRA SOARES DA SILVA";"JUSSANDRA";"PSD";"PSD / PSDB / PROS";"AGRICULTOR";35;"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3509";"VEREADOR";"RAMON MARINHO DE HOLANDA";"RAMON MEIRELES";"PSD";"PSD / PSDB / PROS";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";24;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3510";"VEREADOR";"FRANCISCO ROQUE DA SILVA";"TITICO DA AMBULÂNCIA";"PP";"PP / PRB / PSB";"MOTORISTA PARTICULAR";50;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3511";"VEREADOR";"AGUINALDO MADRUGA DA SILVA";"NALDINHO RIBEIRO";"PMDB";"PSB / PSC / PDT / PMDB / PTB / DEM";"AGRICULTOR";53;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"ELEITO POR QP"
"3512";"VEREADOR";"RICARDO SILVA DE VASCONCELOS";"RICARDO";"DEM";"PSB / PSC / PDT / PMDB / PTB / DEM";"PROFESSOR DE ENSINO MÉDIO";28;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"3513";"VEREADOR";"JOSENILDO PACHECO ARAGAO";"NILDO";"PSB";"PSB / PSC / PDT / PMDB / PTB / DEM";"AGRICULTOR";28;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3514";"VEREADOR";"JUCELIO MARQUES DE SOUSA";"JUCELIO MARQUES DE SOUSA";"DEM";"PDT / PSB / PTB / PROS / DEM / PMB / SD / PHS / PP";"VEREADOR";56;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR MÉDIA"
"3515";"VEREADOR";"ANTONIO WASHINGTON QUEIROZ DE OLIVEIRA";"WASHINGTON QUEIROZ";"PT";"PT / PRP";"ARTISTA PLÁSTICO E ASSEMELHADOS";40;"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PARDA";"NÃO ELEITO"
"3516";"VEREADOR";"ELIAS DO NASCIMENTO";"ELIAS";"PDT";"PSDC / PT do B / PDT";"VEREADOR";55;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ELEITO POR QP"
"3517";"VEREADOR";"FRANCISCO SERGIO DOS SANTOS";"GALEGUINHO";"PSB";"PSB";"OUTROS";29;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3518";"VEREADOR";"ZILDO DE SOUZA";"ZILDO DE SOUZA";"PSB";"PSB";"SERVIDOR PÚBLICO ESTADUAL";51;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"3519";"VEREADOR";"JORGE DOS SANTOS SILVA";"JORGE DO PICOLÉ";"PSB";"PSB";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";38;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"3520";"VEREADOR";"JOELMA DA SILVA";"JOELMA SILVA";"PSB";"PSB";"RECEPCIONISTA";38;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3521";"VEREADOR";"MARIA DE JESUS FREITAS MELO SILVA";"PROF MARIZETE";"PT";"PT / PDT / PP / PPS / PSL";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";74;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3522";"VEREADOR";"BRUNO LAERT FAUSTINO DE SOUSA";"BRUNO FAUSTINO";"PSB";"PR / PSB";"AGENTE ADMINISTRATIVO";44;"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"ELEITO POR MÉDIA"
"3523";"VEREADOR";"WALTER EVANGELISTA VIEIRA";"WALTER VIEIRA";"PSB";"PR / PSB";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";68;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3524";"VEREADOR";"EGLIANE SILVA RODRIGUES";"LILI RODRIGUES";"PSB";"PR / PSB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";34;"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3525";"VEREADOR";"SELMA DE FARIAS";"SELMINHA DO POVO";"PMDB";"PR / PP / PMDB / PPS / PSDB / PHS";"AGRICULTOR";39;"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3526";"VEREADOR";"BERTRAND DE ASSIS CHAVES";"BERTRAND CHAVES";"PRB";"PSC / PHS / PRB / PSD / PMB / PSDC";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";46;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3527";"VEREADOR";"JOSÉ NILDO MOURA DE ASSIS";"ZÉ NILDO";"PSD";"PSC / PHS / PRB / PSD / PMB / PSDC";"OUTROS";49;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3528";"VEREADOR";"MARCELO JOSÉ SARMENTO VIEIRA";"MARCELO DE GILBERTO NABOR";"PSD";"REDE / PSD";"SERVENTUÁRIO DE JUSTIÇA";58;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3529";"VEREADOR";"ERONILDO DE SOUZA GONÇALO";"ERONILDO DE SOUZA";"PMDB";"PMDB / PT";"FAXINEIRO";32;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3530";"VEREADOR";"PAULO CESAR DE LIMA SILVA";"PAULO";"PRTB";"PMDB / PRTB";"OUTROS";27;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3531";"VEREADOR";"ERASMO CORDEIRO MARTINS";"ERASMO DE MIZINHO";"PMDB";"PMDB / PRTB";"COMERCIANTE";47;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3532";"VEREADOR";"JOABE SALES DE ALCANTARA";"JOABE SALES";"PMDB";"PMDB / PRTB";"COMERCIÁRIO";28;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3533";"VEREADOR";"FERNANDO GONÇALVES DA SILVA";"FERNANDO DE LEO";"PMDB";"PMDB / PRTB";"AGRICULTOR";47;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"ELEITO POR MÉDIA"
"3534";"VEREADOR";"JOSE PEDRO DA SILVA";"ZECA DA SAUDE";"PMDB";"PR / PMDB";"SERVIDOR PÚBLICO MUNICIPAL";61;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
"3535";"VEREADOR";"DAMIÃO JOSE DOS SANTOS";"DAMIÃO DE JOATO";"PSD";"PSD / PP";"VEREADOR";50;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"3536";"VEREADOR";"DANIELA DANTAS DA COSTA";"DANIELA DANTAS";"PSB";"PSB / DEM";"ADMINISTRADOR";35;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3537";"VEREADOR";"EDVALDO FRANÇA DOS SANTOS";"IRMÃO VAL";"PSB";"PSB / DEM";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";41;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"3538";"VEREADOR";"THIAGO DOS SANTOS RODRIGUES";"THIAGO DA BORRACHARIA";"PSB";"PSB / DEM";"COMERCIANTE";24;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"SUPLENTE"
"3539";"VEREADOR";"GERALDEZ GONÇALVES DIAS";"GERALDEZ DO GÁS";"PSDB";"PP / PTB / PSL / PSC / PSDC / PSDB";"AGRICULTOR";40;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3540";"VEREADOR";"METOZAEL PORTO RAMOS";"ZAEL";"PSD";"PRB / PSC / PT / PT do B / PSDB / PPS / PSD";"AGRICULTOR";44;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"SUPLENTE"
"3541";"VEREADOR";"ANDREA FEITOSA MEIRA";"ANDREA";"PROS";"PT do B / PR / PROS / PRP / PSD";"CONTADOR";34;"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3542";"VEREADOR";"LUCIANO JOSE DE ARAUJO";"LUCIANO GORDO";"PT do B";"PT do B / PR / PROS / PRP / PSD";"VEREADOR";48;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"SUPLENTE"
"3543";"VEREADOR";"EDIVAN APOLONIO SARAIVA";"EDIVAN SARAIVA";"PTB";"PSB / PR / PTB";"OUTROS";37;"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"SUPLENTE"
"3544";"VEREADOR";"HECTOR JAMES RUFINO DE MELO";"JAMES CARTEIRO";"PMDB";"PMDB";"SERVIDOR PÚBLICO FEDERAL";38;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"3545";"VEREADOR";"DANILO SANTOS SILVA";"DANILO DE JUAREZ";"PMDB";"PMDB";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";22;"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"NÃO ELEITO"
"3546";"VEREADOR";"JOSE ALECIO AVILINO";"ALECIO";"PMDB";"PMDB";"AGRICULTOR";29;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"NÃO ELEITO"
"3547";"VEREADOR";"FRANCISCO DE ASSIS DE ARAÚJO";"FRANCISCO DE ASSIS";"PMDB";"PMDB";"PROFESSOR DE ENSINO FUNDAMENTAL";32;"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"NÃO ELEITO"
"3548";"VEREADOR";"ADAILSON FERREIRA DA SILVA";"JOÃO DE JORGE";"DEM";"PSL / DEM / PSDB / PSD";"TAXISTA";46;"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"NÃO ELEITO"
"3549";"VEREADOR";"GILBERTO DA SILVA";"GILBERTO";"PP";"DEM / PP / PHS / PSDC / PSD";"AGENTE DE SAÚDE E SANITARISTA";46;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3550";"VEREADOR";"GEDEILSON PEREIRA DA SILVA";"GEDEILSON";"DEM";"DEM / PP / PHS / PSDC / PSD";"VEREADOR";37;"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"ELEITO POR QP"
"3551";"VEREADOR";"FRANCIMAR LIRA DA SILVA";"PAPAI CIMAR";"PSB";"PSB";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";42;"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"SUPLENTE"
"3552";"VEREADOR";"MARIA LUCIENE SILVA DO NASCIMENTO";"LUCIENE UCHOAS";"DEM";"DEM / PMDB";"OUTROS";49;"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SUPLENTE"
